driverId,driverNumber,code,firstName,lastName,dateOfBirth,nationality,url,Headshot,Championships,Wins,Podiums,Points,Entries,AllPositions,SeasonResults,QualifyingPerformance,RacePace,TeamName,TeamColour
hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/N/NICHUL01_Nico_Hulkenberg/nichul01.png.transform/1col/image.png,0.0,0.0,1.0,608.0,246.0,"['1&7', '2&11', '3&11', '4&12', '5&12', '6&14', '7&15', '8&15', '9&11', '10&11', '11&10', '12&9', '13&9', '14&9', '15&9', '16&10']","[{'country': 'Australia', 'racePosition': '7', 'qualiPosition': '17', 'round': 1}, {'country': 'China', 'racePosition': '15', 'qualiPosition': '12', 'round': 2}, {'country': 'Japan', 'racePosition': '16', 'qualiPosition': '16', 'round': 3}, {'country': 'Bahrain', 'racePosition': '20', 'qualiPosition': '16', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '15', 'qualiPosition': '18', 'round': 5}, {'country': 'USA', 'racePosition': '14', 'qualiPosition': '16', 'round': 6}, {'country': 'Italy', 'racePosition': '12', 'qualiPosition': '17', 'round': 7}, {'country': 'Monaco', 'racePosition': '16', 'qualiPosition': '13', 'round': 8}, {'country': 'Spain', 'racePosition': '5', 'qualiPosition': '16', 'round': 9}, {'country': 'Canada', 'racePosition': '8', 'qualiPosition': '13', 'round': 10}, {'country': 'Austria', 'racePosition': '9', 'qualiPosition': '20', 'round': 11}, {'country': 'UK', 'racePosition': '3', 'qualiPosition': '19', 'round': 12}, {'country': 'Belgium', 'racePosition': '12', 'qualiPosition': '14', 'round': 13}, {'country': 'Hungary', 'racePosition': '13', 'qualiPosition': '19', 'round': 14}, {'country': 'Netherlands', 'racePosition': '14', 'qualiPosition': '17', 'round': 15}, {'country': 'Italy', 'racePosition': '20', 'qualiPosition': '12', 'round': 16}]",-1.14,-0.17,Kick Sauber,01C00E
lawson,30,LAW,Liam,Lawson,2002-02-11,New Zealander,http://en.wikipedia.org/wiki/Liam_Lawson,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/L/LIALAW01_Liam_Lawson/lialaw01.png.transform/1col/image.png,0.0,0.0,0.0,26.0,27.0,"['1&15', '2&17', '3&18', '4&18', '5&18', '6&18', '7&18', '8&17', '9&17', '10&18', '11&15', '12&16', '13&14', '14&15', '15&15', '16&15']","[{'country': 'Australia', 'racePosition': '20', 'qualiPosition': '18', 'round': 1}, {'country': 'China', 'racePosition': '12', 'qualiPosition': '20', 'round': 2}, {'country': 'Japan', 'racePosition': '17', 'qualiPosition': '14', 'round': 3}, {'country': 'Bahrain', 'racePosition': '16', 'qualiPosition': '17', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '12', 'qualiPosition': '12', 'round': 5}, {'country': 'USA', 'racePosition': '20', 'qualiPosition': '15', 'round': 6}, {'country': 'Italy', 'racePosition': '14', 'qualiPosition': '16', 'round': 7}, {'country': 'Monaco', 'racePosition': '8', 'qualiPosition': '9', 'round': 8}, {'country': 'Spain', 'racePosition': '11', 'qualiPosition': '13', 'round': 9}, {'country': 'Canada', 'racePosition': '20', 'qualiPosition': '19', 'round': 10}, {'country': 'Austria', 'racePosition': '6', 'qualiPosition': '6', 'round': 11}, {'country': 'UK', 'racePosition': '20', 'qualiPosition': '16', 'round': 12}, {'country': 'Belgium', 'racePosition': '8', 'qualiPosition': '9', 'round': 13}, {'country': 'Hungary', 'racePosition': '8', 'qualiPosition': '9', 'round': 14}, {'country': 'Netherlands', 'racePosition': '12', 'qualiPosition': '8', 'round': 15}, {'country': 'Italy', 'racePosition': '14', 'qualiPosition': '20', 'round': 16}]",-0.73,-1.8,Racing Bulls,6C98FF
leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/C/CHALEC01_Charles_Leclerc/chalec01.png.transform/1col/image.png,0.0,8.0,48.0,1593.0,165.0,"['1&8', '2&10', '3&6', '4&5', '5&5', '6&5', '7&5', '8&5', '9&5', '10&5', '11&5', '12&5', '13&5', '14&5', '15&5', '16&5']","[{'country': 'Australia', 'racePosition': '8', 'qualiPosition': '7', 'round': 1}, {'country': 'China', 'racePosition': '20', 'qualiPosition': '6', 'round': 2}, {'country': 'Japan', 'racePosition': '4', 'qualiPosition': '4', 'round': 3}, {'country': 'Bahrain', 'racePosition': '4', 'qualiPosition': '3', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '3', 'qualiPosition': '4', 'round': 5}, {'country': 'USA', 'racePosition': '7', 'qualiPosition': '8', 'round': 6}, {'country': 'Italy', 'racePosition': '6', 'qualiPosition': '11', 'round': 7}, {'country': 'Monaco', 'racePosition': '2', 'qualiPosition': '2', 'round': 8}, {'country': 'Spain', 'racePosition': '3', 'qualiPosition': '7', 'round': 9}, {'country': 'Canada', 'racePosition': '5', 'qualiPosition': '8', 'round': 10}, {'country': 'Austria', 'racePosition': '3', 'qualiPosition': '2', 'round': 11}, {'country': 'UK', 'racePosition': '14', 'qualiPosition': '6', 'round': 12}, {'country': 'Belgium', 'racePosition': '3', 'qualiPosition': '3', 'round': 13}, {'country': 'Hungary', 'racePosition': '4', 'qualiPosition': '1', 'round': 14}, {'country': 'Netherlands', 'racePosition': '20', 'qualiPosition': '6', 'round': 15}, {'country': 'Italy', 'racePosition': '4', 'qualiPosition': '4', 'round': 16}]",1.1,0.38,Ferrari,ED1131
norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/L/LANNOR01_Lando_Norris/lannor01.png.transform/1col/image.png,0.0,9.0,39.0,1300.0,144.0,"['1&1', '2&1', '3&1', '4&1', '5&2', '6&2', '7&2', '8&2', '9&2', '10&2', '11&2', '12&2', '13&2', '14&2', '15&2', '16&2']","[{'country': 'Australia', 'racePosition': '1', 'qualiPosition': '1', 'round': 1}, {'country': 'China', 'racePosition': '2', 'qualiPosition': '3', 'round': 2}, {'country': 'Japan', 'racePosition': '2', 'qualiPosition': '2', 'round': 3}, {'country': 'Bahrain', 'racePosition': '3', 'qualiPosition': '6', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '4', 'qualiPosition': '10', 'round': 5}, {'country': 'USA', 'racePosition': '2', 'qualiPosition': '2', 'round': 6}, {'country': 'Italy', 'racePosition': '2', 'qualiPosition': '4', 'round': 7}, {'country': 'Monaco', 'racePosition': '1', 'qualiPosition': '1', 'round': 8}, {'country': 'Spain', 'racePosition': '2', 'qualiPosition': '2', 'round': 9}, {'country': 'Canada', 'racePosition': '18', 'qualiPosition': '7', 'round': 10}, {'country': 'Austria', 'racePosition': '1', 'qualiPosition': '1', 'round': 11}, {'country': 'UK', 'racePosition': '1', 'qualiPosition': '3', 'round': 12}, {'country': 'Belgium', 'racePosition': '2', 'qualiPosition': '1', 'round': 13}, {'country': 'Hungary', 'racePosition': '1', 'qualiPosition': '3', 'round': 14}, {'country': 'Netherlands', 'racePosition': '18', 'qualiPosition': '2', 'round': 15}, {'country': 'Italy', 'racePosition': '2', 'qualiPosition': '2', 'round': 16}]",0.2,1.0,McLaren,F47600
ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/E/ESTOCO01_Esteban_Ocon/estoco01.png.transform/1col/image.png,0.0,1.0,4.0,473.0,172.0,"['1&13', '2&7', '3&9', '4&9', '5&9', '6&9', '7&9', '8&9', '9&10', '10&9', '11&9', '12&10', '13&10', '14&10', '15&13', '16&13']","[{'country': 'Australia', 'racePosition': '13', 'qualiPosition': '19', 'round': 1}, {'country': 'China', 'racePosition': '5', 'qualiPosition': '11', 'round': 2}, {'country': 'Japan', 'racePosition': '18', 'qualiPosition': '18', 'round': 3}, {'country': 'Bahrain', 'racePosition': '8', 'qualiPosition': '14', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '14', 'qualiPosition': '19', 'round': 5}, {'country': 'USA', 'racePosition': '12', 'qualiPosition': '9', 'round': 6}, {'country': 'Italy', 'racePosition': '20', 'qualiPosition': '18', 'round': 7}, {'country': 'Monaco', 'racePosition': '7', 'qualiPosition': '8', 'round': 8}, {'country': 'Spain', 'racePosition': '16', 'qualiPosition': '17', 'round': 9}, {'country': 'Canada', 'racePosition': '9', 'qualiPosition': '15', 'round': 10}, {'country': 'Austria', 'racePosition': '10', 'qualiPosition': '17', 'round': 11}, {'country': 'UK', 'racePosition': '13', 'qualiPosition': '15', 'round': 12}, {'country': 'Belgium', 'racePosition': '15', 'qualiPosition': '11', 'round': 13}, {'country': 'Hungary', 'racePosition': '16', 'qualiPosition': '18', 'round': 14}, {'country': 'Netherlands', 'racePosition': '10', 'qualiPosition': '18', 'round': 15}, {'country': 'Italy', 'racePosition': '15', 'qualiPosition': '15', 'round': 16}]",-1.6,-0.99,Haas F1 Team,9C9FA2
piastri,81,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/O/OSCPIA01_Oscar_Piastri/oscpia01.png.transform/1col/image.png,0.0,9.0,24.0,713.0,62.0,"['1&9', '2&4', '3&3', '4&2', '5&1', '6&1', '7&1', '8&1', '9&1', '10&1', '11&1', '12&1', '13&1', '14&1', '15&1', '16&1']","[{'country': 'Australia', 'racePosition': '9', 'qualiPosition': '2', 'round': 1}, {'country': 'China', 'racePosition': '1', 'qualiPosition': '1', 'round': 2}, {'country': 'Japan', 'racePosition': '3', 'qualiPosition': '3', 'round': 3}, {'country': 'Bahrain', 'racePosition': '1', 'qualiPosition': '1', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '1', 'qualiPosition': '2', 'round': 5}, {'country': 'USA', 'racePosition': '1', 'qualiPosition': '4', 'round': 6}, {'country': 'Italy', 'racePosition': '3', 'qualiPosition': '1', 'round': 7}, {'country': 'Monaco', 'racePosition': '3', 'qualiPosition': '3', 'round': 8}, {'country': 'Spain', 'racePosition': '1', 'qualiPosition': '1', 'round': 9}, {'country': 'Canada', 'racePosition': '4', 'qualiPosition': '3', 'round': 10}, {'country': 'Austria', 'racePosition': '2', 'qualiPosition': '3', 'round': 11}, {'country': 'UK', 'racePosition': '2', 'qualiPosition': '2', 'round': 12}, {'country': 'Belgium', 'racePosition': '1', 'qualiPosition': '2', 'round': 13}, {'country': 'Hungary', 'racePosition': '2', 'qualiPosition': '2', 'round': 14}, {'country': 'Netherlands', 'racePosition': '1', 'qualiPosition': '1', 'round': 15}, {'country': 'Italy', 'racePosition': '3', 'qualiPosition': '3', 'round': 16}]",0.43,1.05,McLaren,F47600
russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver),https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/G/GEORUS01_George_Russell/georus01.png.transform/1col/image.png,0.0,4.0,21.0,908.0,144.0,"['1&3', '2&3', '3&4', '4&4', '5&4', '6&4', '7&4', '8&4', '9&4', '10&4', '11&4', '12&4', '13&4', '14&4', '15&4', '16&4']","[{'country': 'Australia', 'racePosition': '3', 'qualiPosition': '4', 'round': 1}, {'country': 'China', 'racePosition': '3', 'qualiPosition': '2', 'round': 2}, {'country': 'Japan', 'racePosition': '5', 'qualiPosition': '5', 'round': 3}, {'country': 'Bahrain', 'racePosition': '2', 'qualiPosition': '2', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '5', 'qualiPosition': '3', 'round': 5}, {'country': 'USA', 'racePosition': '3', 'qualiPosition': '5', 'round': 6}, {'country': 'Italy', 'racePosition': '7', 'qualiPosition': '3', 'round': 7}, {'country': 'Monaco', 'racePosition': '11', 'qualiPosition': '14', 'round': 8}, {'country': 'Spain', 'racePosition': '4', 'qualiPosition': '4', 'round': 9}, {'country': 'Canada', 'racePosition': '1', 'qualiPosition': '1', 'round': 10}, {'country': 'Austria', 'racePosition': '5', 'qualiPosition': '5', 'round': 11}, {'country': 'UK', 'racePosition': '10', 'qualiPosition': '4', 'round': 12}, {'country': 'Belgium', 'racePosition': '5', 'qualiPosition': '6', 'round': 13}, {'country': 'Hungary', 'racePosition': '3', 'qualiPosition': '4', 'round': 14}, {'country': 'Netherlands', 'racePosition': '4', 'qualiPosition': '5', 'round': 15}, {'country': 'Italy', 'racePosition': '5', 'qualiPosition': '6', 'round': 16}]",0.52,0.51,Mercedes,00D7B6
sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/C/CARSAI01_Carlos_Sainz/carsai01.png.transform/1col/image.png,0.0,4.0,27.0,1288.5,225.0,"['1&18', '2&14', '3&15', '4&16', '5&15', '6&13', '7&11', '8&12', '9&13', '10&13', '11&14', '12&15', '13&16', '14&16', '15&17', '16&18']","[{'country': 'Australia', 'racePosition': '20', 'qualiPosition': '10', 'round': 1}, {'country': 'China', 'racePosition': '10', 'qualiPosition': '15', 'round': 2}, {'country': 'Japan', 'racePosition': '14', 'qualiPosition': '12', 'round': 3}, {'country': 'Bahrain', 'racePosition': '20', 'qualiPosition': '8', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '8', 'qualiPosition': '6', 'round': 5}, {'country': 'USA', 'racePosition': '9', 'qualiPosition': '6', 'round': 6}, {'country': 'Italy', 'racePosition': '8', 'qualiPosition': '6', 'round': 7}, {'country': 'Monaco', 'racePosition': '10', 'qualiPosition': '11', 'round': 8}, {'country': 'Spain', 'racePosition': '14', 'qualiPosition': '18', 'round': 9}, {'country': 'Canada', 'racePosition': '10', 'qualiPosition': '17', 'round': 10}, {'country': 'Austria', 'racePosition': '20', 'qualiPosition': '19', 'round': 11}, {'country': 'UK', 'racePosition': '12', 'qualiPosition': '11', 'round': 12}, {'country': 'Belgium', 'racePosition': '18', 'qualiPosition': '15', 'round': 13}, {'country': 'Hungary', 'racePosition': '14', 'qualiPosition': '13', 'round': 14}, {'country': 'Netherlands', 'racePosition': '13', 'qualiPosition': '9', 'round': 15}, {'country': 'Italy', 'racePosition': '11', 'qualiPosition': '13', 'round': 16}]",-1.37,-2.56,Williams,1868DB
stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/L/LANSTR01_Lance_Stroll/lanstr01.png.transform/1col/image.png,0.0,0.0,3.0,324.0,185.0,"['1&6', '2&8', '3&10', '4&10', '5&10', '6&10', '7&10', '8&11', '9&12', '10&12', '11&12', '12&12', '13&13', '14&12', '15&11', '16&11']","[{'country': 'Australia', 'racePosition': '6', 'qualiPosition': '13', 'round': 1}, {'country': 'China', 'racePosition': '9', 'qualiPosition': '14', 'round': 2}, {'country': 'Japan', 'racePosition': '20', 'qualiPosition': '20', 'round': 3}, {'country': 'Bahrain', 'racePosition': '17', 'qualiPosition': '19', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '16', 'qualiPosition': '16', 'round': 5}, {'country': 'USA', 'racePosition': '16', 'qualiPosition': '19', 'round': 6}, {'country': 'Italy', 'racePosition': '15', 'qualiPosition': '8', 'round': 7}, {'country': 'Monaco', 'racePosition': '15', 'qualiPosition': '19', 'round': 8}, {'country': 'Canada', 'racePosition': '17', 'qualiPosition': '18', 'round': 10}, {'country': 'Austria', 'racePosition': '14', 'qualiPosition': '16', 'round': 11}, {'country': 'UK', 'racePosition': '7', 'qualiPosition': '18', 'round': 12}, {'country': 'Belgium', 'racePosition': '14', 'qualiPosition': '20', 'round': 13}, {'country': 'Hungary', 'racePosition': '7', 'qualiPosition': '6', 'round': 14}, {'country': 'Netherlands', 'racePosition': '7', 'qualiPosition': '20', 'round': 15}, {'country': 'Italy', 'racePosition': '18', 'qualiPosition': '17', 'round': 16}]",-2.25,-1.6,Aston Martin,229971
tsunoda,22,TSU,Yuki,Tsunoda,2000-05-11,Japanese,http://en.wikipedia.org/wiki/Yuki_Tsunoda,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/Y/YUKTSU01_Yuki_Tsunoda/yuktsu01.png.transform/1col/image.png,0.0,0.0,0.0,103.0,106.0,"['1&12', '2&13', '3&14', '4&14', '5&16', '6&11', '7&12', '8&13', '9&15', '10&15', '11&17', '12&17', '13&17', '14&18', '15&19', '16&19']","[{'country': 'Australia', 'racePosition': '12', 'qualiPosition': '5', 'round': 1}, {'country': 'China', 'racePosition': '16', 'qualiPosition': '9', 'round': 2}, {'country': 'Japan', 'racePosition': '12', 'qualiPosition': '15', 'round': 3}, {'country': 'Bahrain', 'racePosition': '9', 'qualiPosition': '10', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '20', 'qualiPosition': '8', 'round': 5}, {'country': 'USA', 'racePosition': '10', 'qualiPosition': '10', 'round': 6}, {'country': 'Italy', 'racePosition': '10', 'qualiPosition': '20', 'round': 7}, {'country': 'Monaco', 'racePosition': '17', 'qualiPosition': '12', 'round': 8}, {'country': 'Spain', 'racePosition': '13', 'qualiPosition': '20', 'round': 9}, {'country': 'Canada', 'racePosition': '12', 'qualiPosition': '11', 'round': 10}, {'country': 'Austria', 'racePosition': '16', 'qualiPosition': '18', 'round': 11}, {'country': 'UK', 'racePosition': '15', 'qualiPosition': '12', 'round': 12}, {'country': 'Belgium', 'racePosition': '13', 'qualiPosition': '7', 'round': 13}, {'country': 'Hungary', 'racePosition': '17', 'qualiPosition': '16', 'round': 14}, {'country': 'Netherlands', 'racePosition': '9', 'qualiPosition': '12', 'round': 15}, {'country': 'Italy', 'racePosition': '13', 'qualiPosition': '10', 'round': 16}]",-2.18,-3.12,Red Bull Racing,4781D7
max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen,https://media.formula1.com/d_driver_fallback_image.png/content/dam/fom-website/drivers/M/MAXVER01_Max_Verstappen/maxver01.png.transform/1col/image.png,4.0,66.0,119.0,3253.5,225.0,"['1&2', '2&2', '3&2', '4&3', '5&3', '6&3', '7&3', '8&3', '9&3', '10&3', '11&3', '12&3', '13&3', '14&3', '15&3', '16&3']","[{'country': 'Australia', 'racePosition': '2', 'qualiPosition': '3', 'round': 1}, {'country': 'China', 'racePosition': '4', 'qualiPosition': '4', 'round': 2}, {'country': 'Japan', 'racePosition': '1', 'qualiPosition': '1', 'round': 3}, {'country': 'Bahrain', 'racePosition': '6', 'qualiPosition': '7', 'round': 4}, {'country': 'Saudi Arabia', 'racePosition': '2', 'qualiPosition': '1', 'round': 5}, {'country': 'USA', 'racePosition': '4', 'qualiPosition': '1', 'round': 6}, {'country': 'Italy', 'racePosition': '1', 'qualiPosition': '2', 'round': 7}, {'country': 'Monaco', 'racePosition': '4', 'qualiPosition': '5', 'round': 8}, {'country': 'Spain', 'racePosition': '10', 'qualiPosition': '3', 'round': 9}, {'country': 'Canada', 'racePosition': '2', 'qualiPosition': '2', 'round': 10}, {'country': 'Austria', 'racePosition': '20', 'qualiPosition': '7', 'round': 11}, {'country': 'UK', 'racePosition': '5', 'qualiPosition': '1', 'round': 12}, {'country': 'Belgium', 'racePosition': '4', 'qualiPosition': '4', 'round': 13}, {'country': 'Hungary', 'racePosition': '9', 'qualiPosition': '8', 'round': 14}, {'country': 'Netherlands', 'racePosition': '2', 'qualiPosition': '3', 'round': 15}, {'country': 'Italy', 'racePosition': '1', 'qualiPosition': '1', 'round': 16}]",2.77,1.89,Red Bull Racing,4781D7
